"doc_id","title","cite","keywords"
"Paper_76289","A Measure of Directional Outlyingness With Applications to Image Data and Video","16","['Functional data', 'Influence function', 'Outlier detection', 'Robustness', 'Skewness']"
"Paper_76291","Uncertainty in Phylogenetic Tree Estimates","4","['Dimension reduction', 'Evolutionary histories', 'Standard errors', 'Visualization']"
"Paper_76297","Complex Region Spatial Smoother (CReSS)","23","['Geodesic distance', 'Local radial basis', 'Model averaging', 'Thin plate splines']"
"Paper_76309","Use of the probability integral transformation to fit nonlinear mixed_effects model with nonnormal random_effects","49","['beta-binomial distribution', 'frailty model', 'Newton-Raphson algorithm', 'quadrature']"
"Paper_76310","Cluster validation by prediction strength","297","['number of clusters', 'prediction', 'unsupervised learning']"
"Paper_76314","A split_merge Markov chain monte_carlo procedure for the dirichlet_process mixture model","211","['Gibbs sampler', 'latent class analysis', 'Metropolis-Hastings algorithm']"
"Paper_76336","An adaptive_parallel_Tempering Algorithm","43","['Adaptive MCMC', 'Law of large numbers', 'Multimodality']"
"Paper_76337","A Sparse_Group Lasso","620","['Model', 'Nesterov', 'Penalize', 'Regression', 'Regularize']"
"Paper_76342","Rainbow Plots, Bagplots, and Boxplots for Functional Data","134","['Highest density regions', 'Kernel density estimation', 'Out detection', 'Robust principal component analysis', ""Tukey's halfspace location depth""]"
"Paper_76352","Logic regression","219","['adaptive model selection', 'Boolean logic', 'binary variables', 'interactions', 'simulated annealing', 'SNP data']"
"Paper_76357","Implementations of the monte_carlo EM algorithm","121","['generalized linear mixed models', 'Gibbs sampler', 'importance sampling', 'Markov chain Monte Carlo', 'Metropolis-Hastings algorithm', 'regenerative simulation', 'renewal theory']"
"Paper_76364","Bayesian Function_on_Scalars Regression for High_Dimensional Data","8","['Actigraphy data', 'Factor model', 'MCMC', 'Shrinkage', 'Variable selection']"
"Paper_76372","Modeling Time_Varying_effects With Large_Scale survival_Data: An Efficient Quasi_Newton Approach","2","['Quasi-Newton', 'Spline-based methods', 'Survival analysis', 'Time-varying effects']"
"Paper_76412","Imputation of Mixed Data With Multilevel Singular Value Decomposition","3","['Distributed computation', 'Hierarchical data', 'Low-rank matrix estimation', 'Matrix completion', 'Systematically and sporadically missing values']"
"Paper_76415","Non_Convex global_Minimization and false_discovery rate_Control for the TREX","3","['Global optimization', 'High-dimensional', 'Model selection', 'Sparsity', 'Tuning parameter']"
"Paper_76434","Kernel method for optimal_change_points_ESTIMATION in derivatives","14","['Beluga whale nursing time', 'jump-points', 'kink', 'Legendre polynomials', 'motorcycle data', 'optimal rate', 'zero-crossing time']"
"Paper_76435","Bayesian variable_selection for logistic model using auxiliary mixture sampling","30","['covariance selection', 'Markov chain Monte Carlo', 'mixed effects model', 'parsimony']"
"Paper_76442","Warp bridge sampling","60","['Bayes factors', 'latent variables', 'likelihood ratio', 'Markov chain Monte Carlo', 'mixture', 'normalizing constants', 'orthogonal group', 'orthogonal transformation']"
"Paper_76450","First_ and Second_Order Characteristics of Spatio_Temporal Point_process on Linear Networks","5","['Intensity', 'K-function', 'Linear network', 'Pair correlation function', 'Space-time data', 'Traffic accidents']"
"Paper_76457","Convex model ing of Interactions With strong_Heredity","23","['Classification and clustering', 'Linear', 'Massive datasets', 'Model selection/variable selection']"
"Paper_76464","Generalized_Isotonic Regression","12","['Convex optimization', 'Nonparametric regression', 'Regularization path']"
"Paper_76473","Spatially adaptive_Bayesian penalized regression splines (P_splines)","48","['additive models', 'Bayesian methods', 'locally adaptive smoothing parameters', 'Markov chain Monte Carlo', 'mixed models', 'variance models']"
"Paper_76491","The Generalized_Ridge_ESTIMATOR of the Inverse covariance Matrix","5","['Graphical lasso', 'Multivariate normality', 'Nonzero centered penalty', 'Penalized estimation', 'Precision matrix']"
"Paper_76500","Learning Interactions via Hierarchical Group_Lasso Regularization","91","['Logistic', 'Regression', 'Computer intensive']"
"Paper_76547","Sufficient dimension_REDUCTION via Distance covariance","27","['Distance covariance', 'Sufficient dimension reduction', 'Central subspace', 'Brownian distance covariance']"
"Paper_76558","Fast statistical_Surrogates for Dynamical 3D computer_model of Brain Tumors","4","['Astrocytomas', 'BrainWeb', 'Computer experiments', 'Kriging', 'Numerical models']"
"Paper_76560","Generalized_functional ANOVA diagnostics for high_dimensional functions of dependent variable","74","['extrapolation', 'grid estimates', 'machine learning', 'variable importance']"
"Paper_76562","Spatially adaptive_Bayesian penalized splines with heteroscedastic_errors","56","['heteroscedasticity', 'MCMC', 'multivariate smoothing', 'regression splines', 'spatially adaptive penalty', 'thin-plate splines', 'variance functions']"
"Paper_76563","Semiparametric model ing and estimation of instrumental variable model","21","['average treatment effect', 'Bayes factor', 'Bayesian inference', 'function estimation', 'marginal likelihood', 'Markov chain Monte Carlo', 'metropolis-hastings algorithm']"
"Paper_76574","robust simulation_based_ESTIMATION of ARMA model","16","['breakdown point', 'indirect inference', 'influence function', 'GM-estimator', 'robustness', 'time series']"
"Paper_76579","Markov Chain Importance Sampling_A Highly Efficient_ESTIMATOR for mcmc","33","['Discretized Langevin', 'Importance sampling', 'Monte Carlo', 'Proposal distribution', 'Unadjusted Langevin', 'Variance reduction']"
"Paper_76589","Approximate Bayesian Computation and model Assessment for Repulsive Spatial Point_process","5","['Determinantal point processes', 'Gibbs point processes', 'Inefficiency factors', 'Model checking', 'Summary statistics']"
"Paper_76591","Bayesian variable_selection on model Spaces Constrained by Heredity Conditions","3","['Intrinsic prior', 'Markov chain Monte Carlo', 'Model priors', 'Multiple testing', 'Multiplicity penalization', 'Strong heredity', 'Weak heredity', 'Well-formulated models']"
"Paper_76599","A Product Partition model With Regression on Covariates","57","['Clustering', 'Nonparametric Bayes', 'Variable selection']"
"Paper_76601","Semiparametric latent_variable_model With Bayesian P_Splines","36","['MCMC algorithm', 'Natural cubic spline', 'Semiparametric models']"
"Paper_76619","Kriging Riemannian Data via random_Domain Decompositions","1","['Bagging', 'Divide-and-conquer', 'Frechet mean', 'Object-oriented data analysis', 'Spatial analysis']"
"Paper_76627","Computationally Efficient Changepoint_detection for a Range of Penalties","40","['Dynamic programming', 'PELT', 'Penalized likelihood', 'Segmentation', 'Structural change']"
"Paper_76636","Functional Generalized_Additive model","77","['Diffusion tensor imaging', 'Functional data analysis', 'Functional regression', 'P-spline']"
"Paper_76648","Bayesian P_splines","476","['geoadditive models', 'locally adaptive smoothing parameters', 'MCMC', 'surface fitting', 'varying coefficient models']"
"Paper_76657","On Construction and estimation of Stationary Mixture Transition_distribution model","47","['Bayesian inference', 'First-order strict stationarity', 'Markov chain Monte Carlo', 'Non-Gaussian time series']"
"Paper_76672","A Computationally Efficient Projection_Based Approach for Spatial Generalized_linear_mixed_model","10","['Gaussian process', 'MCMC mixing', 'Non-Gaussian spatial data', 'Random projection', 'Spatial confounding']"
"Paper_76690","On simulated likelihood of discretely observed diffusion_process and comparison to closed_form approximation","21","['closed-form expansion', 'continuous-time diffusion', 'discrete sampling', 'maximum likelihood', 'simulatiom transition density']"
"Paper_76691","Validation of software for Bayesian model using posterior quantiles","118","['Markov chain Monte Carlo', 'Gibbs sampler', 'posterior distribution', 'hierarchical models']"
"Paper_76709","Rerandomization Strategies for Balancing Covariates Using Pre_Experimental Longitudinal Data","4","['Experimental design', 'Fisher exact test', 'High frequency longitudinal data', 'Mahalanobis distance criterion', 'Mirror allocation sampling', 'Rerandomization']"
"Paper_76727","Functional Additive Mixed model","106","['P-splines', 'Smoothing', 'Functional principal component analysis', 'Varying coefficient models', 'Functional data analysis']"
"Paper_76728","adaptive_Markov Chain monte_carlo for Bayesian variable_selection","15","['Bayesian analysis', 'Graphical models', 'Kernel regression']"
"Paper_76762","An adaptive_Interacting Wang_Landau Algorithm for Automatic Density Exploration","16","['Adaptive binning', 'Adaptive Markov chain Monte Carlo', 'Parallel chains', 'Wang-Landau algorithm']"
"Paper_76770","Fixed Rank Filtering for Spatio_Temporal Data","107","['Aerosol optical depth (AOD)', 'Fixed Rank Kriging (FRK)', 'FRF', 'Spatial Random Effects (SRE) model', 'Spatio-Temporal Random Effects (STRE) model', 'Vector autoregressive (VAR) process']"
"Paper_76781","Bayesian variable and transformation_selection in linear regression","34","['Bayesian model averaging', 'change-point transformation', 'Markov chain Monte Carlo model composition', 'model uncertainty', 'posterior model probability']"
"Paper_76808","Combining Mixture Components for Clustering","155","['BIC', 'Entropy', 'Flow cytometry', 'Mixture model', 'Model-based clustering', 'Multivariate normal distribution']"
"Paper_76813","Bayesian model_based clustering procedures","112","['Dirichlet process', 'hierarchical clustering', 'loss functions', 'stochastic search']"
"Paper_76828","Efficient algorithms for robust_ESTIMATION in linear mixed_effects model using the multivariate t_distribution","201","['EM', 'ECM', 'ECME', 'longitudinal data', 'outliers', 'PX-EM', 'random effects', 'repeated measures']"
"Paper_76831","Identifying Heterogeneous_effect Using Latent_Supervised Clustering With adaptive_Fusion","2","['Accelerated proximal gradient algorithm', 'Clustering analysis', 'Convex clustering', 'Machine learning', 'Precision medicine', 'Subpopulation identification']"
"Paper_76832","Scalable Bayesian Inference for Coupled Hidden Markov and Semi_Markov model","4","['Coupled hidden Markov model', 'Data augmentation', 'Epidemics', 'Forward-backward algorithm', 'Markov chain Monte Carlo methods']"
"Paper_76858","On the Utility of Graphics Cards to Perform Massively parallel_Simulation of Advanced monte_carlo Methods","143","['General purpose computation on graphics processing units', 'Many-core architecture', 'Parallel processing', 'Population-based Markov chain Monte Carlo', 'Stochastic simulation']"
"Paper_76862","Default Prior_distribution and Efficient Posterior Computation in Bayesian Factor Analysis","74","['Bayes factor', 'Covariance structure', 'Latent variables', 'Parameter expansion', 'Selection of factors', 'Slow mixing']"
"Paper_76866","Unbiased_recursive partitioning: A conditional_inference framework","1968","['multiple testing', 'multivariate regression trees', 'ordinal regression trees', 'permutation tests', 'variable selection']"
"Paper_76874","The art of data augmentation","418","['auxiliary variables', 'conditional augmentation', 'EM algorithm', 'Gibbs sampler', 'Haar measure', 'hierarchical models', 'marginal augmentation', 'Markov chain Monte Carlo', 'mixed-effects models', 'nonpositive recurrent Markov chain', 'posterior distributions', 'probit regression', 'rate of convergence']"
"Paper_76896","adaptive_Bayesian Nonstationary model ing for large_Spatial Datasets Using covariance Approximations","23","['Bayesian treed Gaussian process', 'Full-scale approximation', 'Kernel Convolution', 'Markov chain Monte Carlo', 'Reversible-jump Markov chain Monte Carlo']"
"Paper_76941","Fast and Stable Multiple Smoothing Parameter_selection in Smoothing Spline Analysis of variance model with large_sample","15","['Multivariate analysis', 'Nonparametric methods', 'Smoothing and nonparametric regression', 'Algorithms']"
"Paper_76953","Optimal full matching and related_design via network flows","305","['matched sampling', 'minimum cost flow', 'nonrandom treatment assignment', 'observational study', 'quasiexperiment', 'subclassification']"
"Paper_76966","Scalable Visualization method for Modern Generalized_Additive model","38","['Electricity load forecasting', 'Generalized additive models', 'Interactive model building', 'Regression modeling', 'Residuals checking', 'Visualization']"
"Paper_76968","The Accumulated Persistence Function, a new_Useful Functional Summary Statistic for Topological Data Analysis, With a View to Brain Artery Trees and Spatial Point_process Applications","11","['Clustering', 'Confidence region', 'Global rank envelope', 'Functional boxplot', 'Persistent homology', 'Two-sample test']"
"Paper_76983","Principal_component Analysis of Two_Dimensional Functional Data","13","['Bivariate splines', 'Eigenfunctions', 'Functional principal component', 'Penalized splines', 'Triangulation']"
"Paper_76987","adaptive_Monte_Carlo for Bayesian variable_selection in Regression model","13","['Linear regression', 'Metropolis-within-Gibbs', 'Probit regression']"
"Paper_76990","Functional Boxplots","222","['Depth', 'Functional data', 'Growth data', 'Precipitation data', 'Space-time data', 'Visualization']"
"Paper_76995","Nonstationary Spatial Gaussian Markov random_Field","26","['Block sampling', 'Intrinsic autoregressive', 'Sparse structure', 'Spatially adaptive']"
"Paper_77000","Identification of regeneration times in mcmc simulation, with application to adaptive_schemes","37","['adaptive Markov chain Monte Carlo', 'atoms', 'burn-in', 'mixture approximations', 'parallel processing', 'regenerative simulation', 'splitting']"
"Paper_77009","Estimation and selection for High_Order Markov Chains with Bayesian Mixture Transition_distribution model","1","['Categorical time series', 'Dimension reduction', 'Model selection', 'Shrinkage prior', 'Tensor decomposition']"
"Paper_77046","An EM algorithm for estimation equations","30","['generalized estimating equations', 'missing data']"
"Paper_77056","Co_Clustering of Ordinal Data via Latent_Continuous random_variable and Not Missing at random_Entries","3","['Categorical data', 'ICL', 'Model based clustering', 'Not missing at random data']"
"Paper_77068","Joint model ing of Multiple Network Views","22","['Latent variable', 'Variational methods', 'Latent space model', 'Social network analysis']"
"Paper_77071","Data Augmentation for Diffusions","20","['Euler discretization', 'Importance sampling', 'Local linearization', 'Stochastic differential equation']"
"Paper_77072","Automatic Feature_selection via Weighted Kernels and Regularization","32","['Reproducing kernel Hilbert space', 'Kernel ridge regression', 'Lasso', 'Nonlinear regression', 'Regularization paths', 'Support vector machine']"
"Paper_77076","Penalized Functional Regression","138","['Functional regression', 'Mixed models', 'Principal components', 'Smoothing splines']"
"Paper_77092","Selecting the number of knots for penalized splines","450","['additive models', 'full search', 'myopic search', 'P-spline', 'smoothing']"
"Paper_77107","Detecting Changes in Slope With an L_0 Penalty","10","['Breakpoints', 'Functional pruning', 'Linear spline regression', 'Narrowest-over-threshold', 'Trend-filtering']"
"Paper_77114","Objective Bayesian model_selection in Generalized_Additive model with Penalized Splines","11","['Shrinkage', 'Stochastic search', 'g-prior', 'Function selection', 'Variable selection']"
"Paper_77126","Using Generalized_Correlation to_effect variable_selection in Very high_dimensionsal Problems","114","['Bootstrap', 'Classification', 'Errors in variables', 'Generalized correlation', 'Hidden explanatory variables', 'Instrumental variables', 'Linear model', 'Measurement error', 'Regression']"
"Paper_77133","covariance tapering for interpolation of large_spatial datasets","366","['asymptotic optimality', 'compactly supported covariance', 'kriging', 'large linear systems', 'sparse matrix']"
"Paper_77134","Sparse principal_component analysis","1576","['arrays', 'gene expression', 'lasso/elastic net', 'multivariate analysis', 'singular value decomposition', 'thresholding']"
"Paper_77146","Model assessment for time_series dynamics using copula spectral densities: A graphical tool","5","['Bootstrap', 'Copula', 'Frequency domain', 'Spectral density', 'Time series']"
"Paper_77161","A new_ESTIMATOR for efficient dimension_REDUCTION in regression","2","['Conditional variance', 'Double robustness', 'Efficient estimation', 'Regression', 'Sufficient dimension reduction']"
"Paper_77162","Inference for high_dimensional differential correlation matrices","12","['Adaptive thresholding', 'Covariance matrix', 'Differential co-expression analysis', 'Differential correlation matrix', 'Optimal rate of convergence', 'Sparse correlation matrix', 'Thresholding']"
"Paper_77185","A subspace_ESTIMATOR for fixed rank perturbations of large_random_matrices","28","['Large random matrix theory', 'MUSIC algorithm', 'Extreme eigenvalues', 'Finite rank perturbations']"
"Paper_77188","A review of copula_model for economic time_series","250","['Correlation', 'Inference', 'Multivariate models', 'Semiparametric estimation', 'Time series']"
"Paper_77243","Connecting pairwise geodesic spheres by depth: DCOPS","6","['Depth measures', 'Geodesic distance', 'Riemannian manifolds', 'Spherical depth']"
"Paper_77259","Computing the best_linear predictor in a Hilbert space. Applications to general_ARMAH_process","6","['Functional filters', 'Hilbert spaces', 'Linear processes', 'Measurable linear transformations', 'Prediction', 'Large dimensions']"
"Paper_77289","rate_optimal_ESTIMATION with the integration method in the presence of many covariates","31","['separable models', 'partial linear models', 'marginal integration', 'nonparametric regression']"
"Paper_77316","robust ridge_ESTIMATOR in restricted semiparametric regression model","25","['Breakdown point', 'Generalized restricted ridge estimator', 'Kernel smoothing', 'Least trimmed squares estimator', 'Linear restrictions', 'Multicollinearity', 'Outlier', 'Robust estimation', 'Semiparametric regression model']"
"Paper_77337","On matrix_variate regression analysis","17","['Linear regression', 'Maximum likelihood', 'Random matrix', 'Three-way data']"
"Paper_77357","Sample covariance shrinkage for high_dimensionsal dependent data","16","['sample covariance matrix', 'shrinkage', 'weak dependence']"
"Paper_77392","High_dimensional integrative analysis with homogeneity and sparsity recovery","3","['Concave penalization', 'Heterogeneity', 'Homogeneity', 'Massive data', 'Oracle property', 'Sparsity']"
"Paper_77403","Regularized partially_functional quantile regression","17","['Functional data', 'Penalization', 'Principal components', 'Quantile regression']"
"Paper_77439","Nonparametric likelihood based_ESTIMATION for a multivariate Lipschitz density","5","['Density estimation', 'Maximum likelihood', 'Tailor-made estimates']"
"Paper_77441","Curve forecasting by functional autoregression","72","['Functional data analysis', 'Dimension reduction', 'Reduced-rank regression', 'Principal component', 'Singular value decomposition', 'Predictive factor', 'Term structure', 'Interest rates']"
"Paper_77453","robust nonparametric_ESTIMATOR of monotone boundaries","35","['estimation of a monotone boundary', 'robust nonparametric estimators', 'isotonization procedure', 'complete uniform convergence', 'exponential probability inequalities']"
"Paper_77465","Testing and estimation change_points in the covariance matrix of a high_dimensional time_series","6","['Change-point', 'CUSUM transform', 'Data science', 'High-dimensional statistics', 'Projection', 'Spatial statistics', 'Spiked covariance', 'Strong approximation', 'VARMA processes']"
"Paper_77468","On second order conditions in the multivariate block maxima and peak over threshold method","5","['Archimax copulas', 'Domain of attraction', 'Extremal dependence', 'Extreme value statistics', 'Pickands dependence function', 'Madogram']"
"Paper_77475","Single_index copulas","7","['Conditional copulas', ""Conditional Kendall's tau"", 'Kernel smoothing', 'Single-index models']"
"Paper_77499","A nonparametric two_sample test applicable to high_dimensionsal data","49","['High dimensional asymptotics', 'Inter-point distances', 'Large sample distribution', 'Permutation test', 'U-statistic', 'Weak law of large numbers']"
"Paper_77505","A two_sample test in high_dimensionsal data","74","['High-dimensional data', 'Hypothesis testing', 'Behrens-Fisher problem', 'Asymptotic theory']"
"Paper_77522","Single_index quantile regression","115","['Conditional quantile', 'Dimension reduction', 'Local polynomial smoothing', 'Nonparametric model', 'Semiparametric model']"
"Paper_77531","A test for the mean vector with fewer observations than the dimensions","147","['asymptotic distribution', 'DNA microarray', 'multivariate normal', 'power comparison', 'significance test']"
"Paper_77536","A class of proper priors for Bayesian Simultaneous_prediction of independent Poisson observables","9","['Jeffreys prior', 'Kullback-Leibler divergence', 'predictive density', 'shrinkage prior']"
"Paper_77588","Consistent testing for a constant copula under strong_mixing based on the tapered block multiplier technique","23","['Change point test', 'Copula', 'Empirical copula process', 'Nonparametric estimation', 'Time series', 'Strong mixing', 'Multiplier central limit theorem']"
"Paper_77603","Improved variance_ESTIMATION under sub_space restriction","12","['Multivariate Student-t distribution', 'Inverse Wishart distribution', 'Restricted estimator', 'Preliminary test estimator', 'Stein-type estimator']"
"Paper_77605","Signed_rank test for location in the symmetric independent_component model","10","['One-sample location problem', 'Rank tests', 'Independent component models', 'Elliptical symmetry', ""Hotelling's test"", 'Local asymptotic normality']"
"Paper_77608","Bayesian shrinkage prediction for the regression problem","7","['Bayesian prediction', 'Shrinkage estimation', 'Normal regression', 'Superharmonic function', 'Minimaxity', 'Kullback-Leibler divergence']"
"Paper_77621","Estimation of regression contour clusters an application of the excess mass approach to regression","14","['consistency', 'excess mass', 'regression contour clusters empirical processes', 'bracketing numbers', 'asymptotic normality']"
"Paper_77675","The singular values and vectors of low rank perturbations of large_rectangular random_matrices","135","['Random matrices', 'Haar measure', 'Free probability', 'Phase transition', 'Random eigenvalues', 'Random eigenvectors', 'Random perturbation', 'Sample covariance matrices']"
"Paper_77678","Principled sure independence screening for cox_modelwith ultra_high_dimensional covariates","131","['Cox model', 'Multiple myeloma', 'Sure independence screening', 'Ultra-high-dimensional covariates', 'Variable selection']"
"Paper_77681","empirical_Bayes predictive densities for high_dimensional normal model","8","['Predictive density', 'Kullback-Leibler loss', 'Empirical Bayes', 'Minimaxity', 'Oracle inequality', 'Shrinkage estimation']"
"Paper_77694","maximum_likelihood_ESTIMATION for multivariate skew normal mixture model","119","['EM algorithm', 'Multivariate truncated normal distributions', 'Skew normal mixtures', 'Stochastic representation']"
"Paper_77696","Successive direction extraction for estimation the central subspace in a multiple_index regression","111","['dimension reduction subspaces', 'permutation test', 'regression graphics', 'sufficient dimension reduction']"
"Paper_77735","variable_selection and structure identification for varying coefficient cox_model","7","['B-spline basis', 'Censored survival data', 'Group Lasso', 'High-dimensional data', 'Semi-varying coefficient model', 'Structured nonparametric regression model']"
"Paper_77774","Quasi_arithmetic means of covariance functions with potential applications to space_TIME_data","35","['Bernstein functions', 'Completely monotone functions', 'Jensen-type inequalities', 'Nonseparability', 'Nonstationarity', 'Quasi-arithmetic functionals', 'Random fields', 'Smoothness', 'Space-time covariances']"
"Paper_77797","On a new_multivariate two_sample test","209","['multivariate two-sample test', 'bootstrapping', 'projection method', 'orthogonal invariance', 'Cramer test']"
"Paper_77801","Asymptotic theory for multivariate GARCH_process","123","['asymptotic normality', 'BEKK', 'consistency', 'GARCH', 'Martingale CLT']"
"Paper_77822","Goodness_of_fit test in semiparametric transformation model using the integrated regression function","9","['Bootstrap', 'Goodness-of-fit', 'Integrated regression function', 'Local polynomial smoothing', 'Profile likelihood', 'Semiparametric regression', 'Transformation model']"
"Paper_77844","Estimation of the number of spikes, possibly equal, in the high_dimensional case","13","['Spiked population model', 'High-dimensional covariance matrix', 'Random matrix theory', 'Tracy-Widom law']"
"Paper_77846","A robust extension of the bivariate Birnbaum_Saunders_distribution and associated inference","15","['Bivariate Birnbaum-Saunders distribution', 'EM-algorithm', 'Kurtosis', 'Maximum likelihood method', 'Robust estimation', 'Scale mixtures of normal distributions']"
"Paper_77851","Nonstationary model ing for multivariate spatial_process","39","['Cross-covariance', 'Kernel smoother', 'Local stationarity', 'Matern', 'Multivariate', 'Nonstationary', 'Spatial Gaussian process']"
"Paper_77859","On the maximum_of covariance_ESTIMATOR","13","['Asymptotic extreme value distribution', 'Linear process', 'Covariance', 'Short memory']"
"Paper_77886","Estimation in generalized_linear_modelfor functional data via penalized likelihood","88","['covariance operator', 'Hilbert space valued random variables', 'III-posed problem', 'regularization', 'splines']"
"Paper_77901","On some characterizations and multidimensional criteria for testing homogeneity, symmetry and independencel","10","['Characteristic function', 'Distance correlation', 'Independence testing', 'Symmetry testing', 'Two-sample problem']"
"Paper_77918","Simultaneous_prediction for independent Poisson_process with different durations","11","['Harmonic time', 'Jeffreys prior', 'Kullback-Leibler divergence', 'Predictive density', 'Predictive metric', 'Shrinkage prior']"
"Paper_77962","From moments of sum to moments of product","72","['moments of product', 'product of random variables', 'product of quadratic forms']"
"Paper_78016","Kriging for Hilbert_space valued random_Field: The operatorial point of view","23","['Geostatistics', 'Gaussian processes', 'Conditional expectations', 'Measurable linear transformations']"
"Paper_78017","Kriging prediction for manifold_valued random_Field","11","['Non Euclidean data', 'Residual kriging', 'Positive definite symmetric matrices']"
"Paper_78039","Nonparametric maximum_likelihood_ESTIMATION for dependent truncation data based on copulas","17","['Archimedean copula', 'Lifetime data', 'Model selection', 'Nonparametric maximum likelihood', 'Truncation', 'Quasi-independence', 'Weak convergence']"
"Paper_78042","An approach to model ing asymmetric multivariate spatial covariance structures","31","['Asymmetry', 'Bivariate Matern', 'Intrinsic model', 'Multivariate covariance function', 'Symmetry']"
"Paper_78046","Nonparametric comparison of regression functions","12","['Nonparametric regression', 'Test of equality', 'Maximin test']"
"Paper_78051","Bivariate Birnbaum_Saunders_distribution and associated inference","63","['Birnbaum-Saunders distribution', 'Maximum likelihood estimators', 'Modified moment estimators', 'Fisher information matrix', 'Asymptotic distribution', 'Likelihood ratio test']"
"Paper_78053","Analysis of multivariate skew normal model with incomplete data","35","['ECM algorithm', 'Gibbs sampler', 'MSN model', 'Multiple imputation', 'Multivariate truncated normal', 'Posterior distributions']"
"Paper_78055","A weighted multivariate signed_rank test for cluster_correlated data","8","['Clustered observations', 'Paired observations', 'Intra-cluster correlation', 'Multivariate location problem', 'Wilcoxon signed-rank test', 'Unweighted and weighted testing', 'U-statistics']"
"Paper_78089","Cone_distribution functions and quantiles for multivariate random_variable","13","['Multivariate quantiles', 'Value-at-risk', 'Partial order', 'Set optimization']"
"Paper_78095","The dimple problem related to space_TIME_modeling under the Lagrangian framework","10","['Covariance functions', 'Random fields', 'Rotation group', 'Transport effects']"
"Paper_78106","Asymptotic properties of multivariate tapering for estimation and prediction","14","['One-taper likelihood', 'Gaussian random field', 'Domain increasing', 'Sparse matrix']"
"Paper_78120","On binary and categorical time_series model with feedback","18","['Autocorrelation', 'Categorical data', 'Hidden Markov models', 'Latent process', 'Logistic regression', 'Multinomial regression', 'Nominal data', 'Prediction', 'Weak dependence']"
"Paper_78149","Generating random_correlation matrices based on vines and extended onion method","330","['Dependence vines', 'Correlation matrix', 'Partial correlation', 'Onion method']"
"Paper_78151","On the_distribution of penalized maximum_likelihood_ESTIMATOR: The LASSO, SCAD, and thresholding","78","['Penalized maximum likelihood', 'LASSO', 'SCAD', 'Thresholding', 'Post-model-selection estimator', 'Finite-sample distribution', 'Asymptotic distribution', 'Oracle property', 'Estimation of distribution', 'Uniform consistency']"
"Paper_78177","Extensions of the conjugate prior through the Kullback_Leibler separators","3","['duality', 'estimation of a mean vector', 'Kullback-Leibler separator', 'loss function', 'reproductive exponential family']"
"Paper_78226","Dimension_ESTIMATION in sufficient dimension_REDUCTION: A unifying approach","32","['Random matrix', 'Chi-square and weighted chi-square tests', 'Dimension reduction', 'SIR', 'SAVE']"
"Paper_78252","Eigenvalues of large_sample covariance_matrices of spiked population model","326","['eigenvalues', 'sample covariance matrices', 'spiked population models', 'almost sure limits', 'non-null case']"
"Paper_78282","On efficient prediction and predictive density_ESTIMATION for normal and spherically symmetric model","1","['Bayes estimator', 'Dominance', 'Duality', 'Kullback-Leibler', 'Multivariate normal', 'Multivariate student', 'Plug-in', 'Point prediction', 'Predictive densities', 'Scale mixture of normals', 'Spherically symmetric']"
"Paper_78291","Finite mixture model ing of censored data using the multivariate Student_t_distribution","16","['Censored data', 'Detection limit', 'EM-type algorithms', 'Finite mixture models', 'Multivariate Student-t']"
"Paper_78327","Self_consistent_ESTIMATION of censored quantile regression","6","['Censoring', 'Martingale', 'Regression quantile', 'Self-consistency', 'Stochastic integral equation']"
"Paper_78330","Characterization theorems for some classes of covariance functions associated to vector valued random_Field","30","['Cross-covariance functions', 'Exponentially convex functions', 'Latent dimensions', 'Multivariate Laplace transforms', 'Quasi-arithmetic operators', 'Vector valued random fields']"
"Paper_78351","Invariant test for symmetry about an unspecified point based on the empirical_characteristic function","56","['test for symmetry', 'affine invariance', ""Mardia's measure of multivariate skewness"", 'skewness in the sense of Mori', 'Rohatgi and Szekely', 'empirical characteristic function', 'permutational limit theorem']"
"Paper_78399","Test of independence for functional data","23","['Variables in Hilbert spaces', 'Test for independence', 'Sample autocovariances', 'Karhunen-Loeve expansion', 'Asymptotic normality']"
"Paper_78403","Nonparametric test for change_point_detection a la Gombay and Horvath","38","['Half-spaces', 'Lower-left orthants', 'Multiplier central limit theorem', 'Multivariate independent observations', 'Partial-sum process']"
"Paper_78419","Testing the stability of the functional autoregressive_process","40","['Change-point', 'Functional autoregressive process']"
"Paper_78433","Distribution and characteristic functions for correlated complex Wishart matrices","27","['correlated Wishart', 'non-central distribution', 'eigenvalues', 'hypergeometric function']"
"Paper_78435","Kernel_based goodness_of_fit test for copulas with fixed smoothing parameter","42","['nonparametric', 'copula density', 'goodness-of-fit test', 'U-statistic']"
"Paper_78447","Bootstraps of sums of independent but not identically distributed stochastic_process","22","['functional central limit theorem', 'general empirical process', 'Hoffmann-Jorgensen-Dudley weak convergence', 'manageability', 'two-parameter Cox score process']"
"Paper_78466","Asymptotic Fisher information matrix of Markov switching VARMA model","8","['Time series with changes in regime', 'Information matrix computation', 'Markov switching VARMA', 'Asymptotic covariance matrix', 'Gaussian maximum likelihood estimator']"
"Paper_78469","A note on fast_envelope_ESTIMATION","16","['Envelopes', 'Grassmann manifold', 'Reducing subspaces']"
